practice_code,year,covid_year,sat_start,sat_end,register,list_size,copd_prevalence,lat,lon,n_lsoas,n_unique_lsoas,wy_patients,total_wy_patients,image_path,image_std,elevation_lsoa_weighted,ndvi_lsoa_weighted,evi_lsoa_weighted,no2_lsoa_weighted,pm25_lsoa_weighted,lst_lsoa_weighted,pop_lsoa_weighted
B83045,2023-24,0,2023-04-01,2024-03-31,310.0,12794,2.42,53.79170291559102,-1.8192375334428528,152.0,152,12783.0,12783,/content/drive/MyDrive/wy_images/B83045_2023_24.png,22.797312183041324,215.6,0.6357,0.4416265088485406,101.05,0.171137938,6.11,18.86
B83052,2019-20,0,2019-04-01,2020-03-31,403.0,23879,1.69,53.787161551416936,-1.775651502206007,233.0,233,23572.0,23572,/content/drive/MyDrive/wy_images/B83052_2019_20.png,27.937131455026684,173.2,0.4852,0.4220056538726729,102.72,0.1699932797999999,1.86,37.96
B83052,2020-21,1,2020-04-01,2021-03-31,406.0,23561,1.72,53.787161551416936,-1.775651502206007,233.0,233,23572.0,23572,/content/drive/MyDrive/wy_images/B83052_2020_21.png,27.75289279023552,173.2,0.4719,0.3655842243162491,94.22,0.1715282461,-4.63,37.82
B83052,2021-22,0,2021-04-01,2022-03-31,387.0,23900,1.62,53.787161551416936,-1.775651502206007,233.0,233,23572.0,23572,/content/drive/MyDrive/wy_images/B83052_2021_22.png,27.41518310624713,173.2,0.4637,0.4287600735463112,115.11,0.161943752,5.0,37.66
B83052,2022-23,0,2022-04-01,2023-03-31,408.0,24166,1.69,53.787161551416936,-1.775651502206007,233.0,233,23572.0,23572,/content/drive/MyDrive/wy_images/B83052_2022_23.png,30.07505888898616,173.2,0.4627,0.3741924385198805,102.85,0.1486441258,0.61,37.45
B83052,2023-24,0,2023-04-01,2024-03-31,421.0,24715,1.7,53.787161551416936,-1.775651502206007,233.0,233,23572.0,23572,/content/drive/MyDrive/wy_images/B83052_2023_24.png,28.396644024921105,173.2,0.4955,0.3804696437600551,103.63,0.1813363948999999,6.2,37.52
B83054,2019-20,0,2019-04-01,2020-03-31,196.0,5621,3.49,53.82956356122613,-1.7194322243620606,151.0,151,6231.0,6231,/content/drive/MyDrive/wy_images/B83054_2019_20.png,24.640780020271688,127.5,0.5756,0.4316050057458055,99.97,0.1642202,3.24,18.73
B83054,2020-21,1,2020-04-01,2021-03-31,192.0,5866,3.27,53.82956356122613,-1.7194322243620606,151.0,151,6231.0,6231,/content/drive/MyDrive/wy_images/B83054_2020_21.png,25.67387629926151,127.5,0.5273,0.356443732475293,91.25,0.1720564752,-6.13,18.53
B83054,2021-22,0,2021-04-01,2022-03-31,179.0,6091,2.94,53.82956356122613,-1.7194322243620606,151.0,151,6231.0,6231,/content/drive/MyDrive/wy_images/B83054_2021_22.png,24.815320392539785,127.5,0.4991,0.3829474879338083,112.52,0.1552439115999999,4.39,18.27
B83054,2022-23,0,2022-04-01,2023-03-31,180.0,6233,2.89,53.82956356122613,-1.7194322243620606,151.0,151,6231.0,6231,/content/drive/MyDrive/wy_images/B83054_2022_23.png,25.83031163326921,127.5,0.5285,0.3672544748333716,103.09,0.1323077532,0.23,18.21
B83054,2023-24,0,2023-04-01,2024-03-31,178.0,6296,2.83,53.82956356122613,-1.7194322243620606,151.0,151,6231.0,6231,/content/drive/MyDrive/wy_images/B83054_2023_24.png,24.27850662257213,127.5,0.6051,0.4252727373017697,101.97,0.1750994877999999,3.13,18.1
B83055,2019-20,0,2019-04-01,2020-03-31,577.0,23786,2.43,53.77433493260536,-1.7872523916567138,178.0,178,23444.0,23444,/content/drive/MyDrive/wy_images/B83055_2019_20.png,18.522300407499888,216.4,0.5686,0.4616328062514365,104.04,0.1634189227999999,1.65,31.57
B83055,2020-21,1,2020-04-01,2021-03-31,561.0,23665,2.37,53.77433493260536,-1.7872523916567138,178.0,178,23444.0,23444,/content/drive/MyDrive/wy_images/B83055_2020_21.png,18.485005117199524,216.4,0.5511,0.3974841737531602,95.06,0.1697036405,-4.23,31.66
B83055,2021-22,0,2021-04-01,2022-03-31,560.0,23735,2.36,53.77433493260536,-1.7872523916567138,178.0,178,23444.0,23444,/content/drive/MyDrive/wy_images/B83055_2021_22.png,19.20769992550261,216.4,0.5296,0.4477752332797058,115.18,0.1555818876,4.85,31.65
B83055,2022-23,0,2022-04-01,2023-03-31,533.0,23770,2.24,53.77433493260536,-1.7872523916567138,178.0,178,23444.0,23444,/content/drive/MyDrive/wy_images/B83055_2022_23.png,20.837089916434856,216.4,0.5359,0.4046240358538267,103.27,0.1520509557,0.19,31.68
B83055,2023-24,0,2023-04-01,2024-03-31,742.0,32274,2.3,53.77433493260536,-1.7872523916567138,178.0,178,23444.0,23444,/content/drive/MyDrive/wy_images/B83055_2023_24.png,19.88791848703953,216.4,0.566,0.4131404780510228,102.97,0.1670532142999999,5.36,30.11
B83056,2019-20,0,2019-04-01,2020-03-31,243.0,7862,3.09,53.81639181039832,-1.73042593125698,66.0,66,8059.0,8059,/content/drive/MyDrive/wy_images/B83056_2019_20.png,20.69315780737579,180.6,0.5864,0.4482891565157435,100.96,0.1623590007,3.07,28.84
B83056,2020-21,1,2020-04-01,2021-03-31,235.0,7813,3.01,53.81639181039832,-1.73042593125698,66.0,66,8059.0,8059,/content/drive/MyDrive/wy_images/B83056_2020_21.png,21.02395804232699,180.6,0.5482,0.3931525350494139,92.24,0.1739280484,-6.38,28.87
B83056,2021-22,0,2021-04-01,2022-03-31,216.0,7910,2.73,53.81639181039832,-1.73042593125698,66.0,66,8059.0,8059,/content/drive/MyDrive/wy_images/B83056_2021_22.png,20.80527353631693,180.6,0.5129,0.4132873132613192,115.38,0.1570208238,4.2,28.88
B83056,2022-23,0,2022-04-01,2023-03-31,222.0,8060,2.75,53.81639181039832,-1.73042593125698,66.0,66,8059.0,8059,/content/drive/MyDrive/wy_images/B83056_2022_23.png,21.41629639391289,180.6,0.5269,0.3817177430475753,104.05,0.1397160484,0.91,28.93
B83056,2023-24,0,2023-04-01,2024-03-31,220.0,8258,2.66,53.81639181039832,-1.73042593125698,66.0,66,8059.0,8059,/content/drive/MyDrive/wy_images/B83056_2023_24.png,20.40779113834111,180.6,0.5869,0.4234556515743507,103.68,0.1745196940999999,2.69,28.88
B83062,2019-20,0,2019-04-01,2020-03-31,233.0,8518,2.74,53.81827595116872,-1.7245872899791714,219.0,219,8642.0,8642,/content/drive/MyDrive/wy_images/B83062_2019_20.png,21.37935896660093,161.1,0.5838,0.4422689128935877,100.86,0.1635327676,3.09,24.13
B83062,2020-21,1,2020-04-01,2021-03-31,251.0,8477,2.96,53.81827595116872,-1.7245872899791714,219.0,219,8642.0,8642,/content/drive/MyDrive/wy_images/B83062_2020_21.png,26.40487212764173,161.1,0.526,0.3652171362905079,92.22,0.1749523687,-6.65,24.05
B83062,2021-22,0,2021-04-01,2022-03-31,250.0,8493,2.94,53.81827595116872,-1.7245872899791714,219.0,219,8642.0,8642,/content/drive/MyDrive/wy_images/B83062_2021_22.png,22.45846831518224,161.1,0.4879,0.395006329579407,115.08,0.1571768924999999,4.2,23.84
B83062,2022-23,0,2022-04-01,2023-03-31,262.0,8646,3.03,53.81827595116872,-1.7245872899791714,219.0,219,8642.0,8642,/content/drive/MyDrive/wy_images/B83062_2022_23.png,23.8611386600464,161.1,0.4955,0.3637854929901172,104.19,0.1385501018,0.89,23.62
B83062,2023-24,0,2023-04-01,2024-03-31,277.0,8773,3.16,53.81827595116872,-1.7245872899791714,219.0,219,8642.0,8642,/content/drive/MyDrive/wy_images/B83062_2023_24.png,21.73626259121552,161.1,0.5675,0.4089373201562859,103.25,0.173371046,2.72,23.41
B83063,2019-20,0,2019-04-01,2020-03-31,504.0,19973,2.52,53.82964029082551,-1.7789406301219266,337.0,337,20012.0,20012,/content/drive/MyDrive/wy_images/B83063_2019_20.png,22.31273562355633,125.3,0.6002,0.4491334589749483,98.99,0.1662615577,2.16,20.5
B83063,2020-21,1,2020-04-01,2021-03-31,493.0,20104,2.45,53.82964029082551,-1.7789406301219266,337.0,337,20012.0,20012,/content/drive/MyDrive/wy_images/B83063_2020_21.png,23.48291492046081,125.3,0.6044,0.432944877039761,90.66,0.1691918201999999,-4.15,20.51
B83063,2021-22,0,2021-04-01,2022-03-31,472.0,20259,2.33,53.82964029082551,-1.7789406301219266,337.0,337,20012.0,20012,/content/drive/MyDrive/wy_images/B83063_2021_22.png,22.747206396464968,125.3,0.6,0.5070783038381981,110.44,0.1648346915,4.63,20.6
B83063,2022-23,0,2022-04-01,2023-03-31,470.0,20196,2.33,53.82964029082551,-1.7789406301219266,337.0,337,20012.0,20012,/content/drive/MyDrive/wy_images/B83063_2022_23.png,25.15642087315925,125.3,0.5952,0.4278239990806711,99.18,0.1336278791,0.87,20.64
B83063,2023-24,0,2023-04-01,2024-03-31,461.0,20280,2.27,53.82964029082551,-1.7789406301219266,337.0,337,20012.0,20012,/content/drive/MyDrive/wy_images/B83063_2023_24.png,22.935770840227857,125.3,0.6459,0.450546747874052,101.21,0.1762407673,5.87,20.67
B83064,2019-20,0,2019-04-01,2020-03-31,306.0,10465,2.92,53.824531018493474,-1.7372865701398288,94.0,94,11085.0,11085,/content/drive/MyDrive/wy_images/B83064_2019_20.png,21.22890370280712,159.6,0.5853,0.4481973845093082,100.42,0.1616999468,3.06,24.98
B83064,2020-21,1,2020-04-01,2021-03-31,301.0,10604,2.84,53.824531018493474,-1.7372865701398288,94.0,94,11085.0,11085,/content/drive/MyDrive/wy_images/B83064_2020_21.png,21.264555967729983,159.6,0.5633,0.4096531418064812,91.63,0.1713480624,-5.76,24.88
B83064,2021-22,0,2021-04-01,2022-03-31,293.0,10839,2.7,53.824531018493474,-1.7372865701398288,94.0,94,11085.0,11085,/content/drive/MyDrive/wy_images/B83064_2021_22.png,21.56298739834476,159.6,0.5375,0.4289069087566077,113.53,0.1572680335,4.38,24.84
B83064,2022-23,0,2022-04-01,2023-03-31,300.0,11090,2.71,53.824531018493474,-1.7372865701398288,94.0,94,11085.0,11085,/content/drive/MyDrive/wy_images/B83064_2022_23.png,23.0994488982442,159.6,0.5678,0.399851891519191,102.85,0.1369161287,0.61,24.76
B83064,2023-24,0,2023-04-01,2024-03-31,290.0,11335,2.56,53.824531018493474,-1.7372865701398288,94.0,94,11085.0,11085,/content/drive/MyDrive/wy_images/B83064_2023_24.png,20.939832262675868,159.6,0.618,0.4439575178119972,102.94,0.1754904564,3.12,24.66
B83067,2019-20,0,2019-04-01,2020-03-31,196.0,7603,2.58,53.85433901393775,-1.8370297186400943,122.0,122,7677.0,7677,/content/drive/MyDrive/wy_images/B83067_2019_20.png,18.287388349474213,155.0,0.7049,0.4738017743047575,94.45,0.1692133481,1.27,13.82
B83067,2020-21,1,2020-04-01,2021-03-31,181.0,7612,2.38,53.85433901393775,-1.8370297186400943,122.0,122,7677.0,7677,/content/drive/MyDrive/wy_images/B83067_2020_21.png,21.38395520991984,155.0,0.7096,0.4572828131464029,87.07,0.1647170741,-3.02,13.87
B83067,2021-22,0,2021-04-01,2022-03-31,174.0,7686,2.26,53.85433901393775,-1.8370297186400943,122.0,122,7677.0,7677,/content/drive/MyDrive/wy_images/B83067_2021_22.png,19.344796448858524,155.0,0.7053,0.5061972925764193,103.34,0.1582874457,2.78,13.72
B83067,2022-23,0,2022-04-01,2023-03-31,178.0,7687,2.32,53.85433901393775,-1.8370297186400943,122.0,122,7677.0,7677,/content/drive/MyDrive/wy_images/B83067_2022_23.png,19.937994879288745,155.0,0.6945,0.4776194897724661,94.92,0.1292833087,-0.21,13.71
B83067,2023-24,0,2023-04-01,2024-03-31,172.0,7741,2.22,53.85433901393775,-1.8370297186400943,122.0,122,7677.0,7677,/content/drive/MyDrive/wy_images/B83067_2023_24.png,19.92166216465836,155.0,0.738,0.4825568237186853,96.03,0.172423081,5.67,13.56
B83604,2019-20,0,2019-04-01,2020-03-31,56.0,3103,1.8,53.80560574518597,-1.780079535742548,156.0,156,3791.0,3791,/content/drive/MyDrive/wy_images/B83604_2019_20.png,21.39097316538112,163.5,0.5231,0.4371663893357849,101.53,0.1720674174,1.97,37.46
B83604,2020-21,1,2020-04-01,2021-03-31,48.0,3213,1.49,53.80560574518597,-1.780079535742548,156.0,156,3791.0,3791,/content/drive/MyDrive/wy_images/B83604_2020_21.png,22.176876263613604,163.5,0.5207,0.4043670742358078,92.95,0.1716368909999999,-4.49,37.13
B83604,2021-22,0,2021-04-01,2022-03-31,51.0,3578,1.43,53.80560574518597,-1.780079535742548,156.0,156,3791.0,3791,/content/drive/MyDrive/wy_images/B83604_2021_22.png,21.2037001197311,163.5,0.5473,0.5342611721443347,114.06,0.1634289078,5.47,36.66
B83604,2022-23,0,2022-04-01,2023-03-31,48.0,3933,1.22,53.80560574518597,-1.780079535742548,156.0,156,3791.0,3791,/content/drive/MyDrive/wy_images/B83604_2022_23.png,22.78401258414097,163.5,0.5169,0.4081847897035164,100.85,0.1392044477,0.96,37.02
B83604,2023-24,0,2023-04-01,2024-03-31,49.0,4286,1.14,53.80560574518597,-1.780079535742548,156.0,156,3791.0,3791,/content/drive/MyDrive/wy_images/B83604_2023_24.png,20.491039641794124,163.5,0.5566,0.4187569248448632,103.17,0.1774510844,6.68,36.74
B83611,2019-20,0,2019-04-01,2020-03-31,112.0,7208,1.55,53.79989039560645,-1.7464058959322348,240.0,240,10743.0,10743,/content/drive/MyDrive/wy_images/B83611_2019_20.png,36.55831509106456,160.3,0.517,0.4259885589519651,101.87,0.1662708571999999,2.75,33.46
B83611,2020-21,1,2020-04-01,2021-03-31,107.0,7227,1.48,53.79989039560645,-1.7464058959322348,240.0,240,10743.0,10743,/content/drive/MyDrive/wy_images/B83611_2020_21.png,36.55304515093408,160.3,0.4837,0.3675664996552517,93.4,0.1743311393999999,-6.47,33.04
B83611,2021-22,0,2021-04-01,2022-03-31,105.0,7629,1.38,53.79989039560645,-1.7464058959322348,240.0,240,10743.0,10743,/content/drive/MyDrive/wy_images/B83611_2021_22.png,36.24125712104279,160.3,0.4589,0.3951898735922776,116.3,0.1607978041,4.75,32.65
B83611,2022-23,0,2022-04-01,2023-03-31,138.0,10822,1.28,53.79989039560645,-1.7464058959322348,240.0,240,10743.0,10743,/content/drive/MyDrive/wy_images/B83611_2022_23.png,38.49573141860292,160.3,0.4792,0.372834212824638,103.7,0.1435018164,0.92,34.44
B83611,2023-24,0,2023-04-01,2024-03-31,134.0,11210,1.2,53.79989039560645,-1.7464058959322348,240.0,240,10743.0,10743,/content/drive/MyDrive/wy_images/B83611_2023_24.png,34.644269140403885,160.3,0.5256,0.3974658193518731,104.12,0.1796972733,4.51,34.42
B83620,2019-20,0,2019-04-01,2020-03-31,48.0,3065,1.57,53.93364599224306,-1.8932142210730447,32.0,32,3094.0,3094,/content/drive/MyDrive/wy_images/B83620_2019_20.png,15.311732001205336,173.9,0.7496,0.5108409561020455,87.75,0.1840095385,0.23,5.58
B83620,2020-21,1,2020-04-01,2021-03-31,47.0,3099,1.52,53.93364599224306,-1.8932142210730447,32.0,32,3094.0,3094,/content/drive/MyDrive/wy_images/B83620_2020_21.png,16.545654483743416,173.9,0.7823,0.5064726085957252,82.94,0.1639055017,-3.96,5.56
B83620,2021-22,0,2021-04-01,2022-03-31,54.0,3186,1.69,53.93364599224306,-1.8932142210730447,32.0,32,3094.0,3094,/content/drive/MyDrive/wy_images/B83620_2021_22.png,15.934455834802764,173.9,0.774,0.559571891519191,93.96,0.1628594299,4.58,5.54
B83620,2022-23,0,2022-04-01,2023-03-31,56.0,3272,1.71,53.93364599224306,-1.8932142210730447,32.0,32,3094.0,3094,/content/drive/MyDrive/wy_images/B83620_2022_23.png,16.845884911326877,173.9,0.7426,0.4658359641461733,89.39,0.119826252,-3.2,5.5
B83620,2023-24,0,2023-04-01,2024-03-31,64.0,3418,1.87,53.93364599224306,-1.8932142210730447,32.0,32,3094.0,3094,/content/drive/MyDrive/wy_images/B83620_2023_24.png,18.55902063448609,173.9,0.7936,0.5187149942541944,93.01,0.1652995249,5.6,5.38
B83621,2019-20,0,2019-04-01,2020-03-31,64.0,4166,1.54,53.784314044834304,-1.7749252826510722,129.0,129,4104.0,4104,/content/drive/MyDrive/wy_images/B83621_2019_20.png,25.26103761333357,169.6,0.5211,0.4392771454837968,103.76,0.1630873298,2.02,37.23
B83621,2020-21,1,2020-04-01,2021-03-31,61.0,4194,1.45,53.784314044834304,-1.7749252826510722,129.0,129,4104.0,4104,/content/drive/MyDrive/wy_images/B83621_2020_21.png,25.515403641557608,169.6,0.4971,0.3738069960928522,94.8,0.1712127576,-4.24,37.29
B83621,2021-22,0,2021-04-01,2022-03-31,59.0,4187,1.41,53.784314044834304,-1.7749252826510722,129.0,129,4104.0,4104,/content/drive/MyDrive/wy_images/B83621_2021_22.png,24.60565015556834,169.6,0.4681,0.4070468168237187,115.95,0.1589100048,4.85,37.11
B83621,2022-23,0,2022-04-01,2023-03-31,53.0,4336,1.22,53.784314044834304,-1.7749252826510722,129.0,129,4104.0,4104,/content/drive/MyDrive/wy_images/B83621_2022_23.png,27.62396143029084,169.6,0.4843,0.3803411629510457,103.88,0.1537954778,0.41,37.21
B83621,2023-24,0,2023-04-01,2024-03-31,54.0,4406,1.23,53.784314044834304,-1.7749252826510722,129.0,129,4104.0,4104,/content/drive/MyDrive/wy_images/B83621_2023_24.png,27.01456188785096,169.6,0.5138,0.3882519099057688,103.73,0.1734709786,5.5,37.23
B83622,2019-20,0,2019-04-01,2020-03-31,87.0,5102,1.71,53.80090649064172,-1.791359282531194,138.0,138,4488.0,4488,/content/drive/MyDrive/wy_images/B83622_2019_20.png,33.586668415576675,168.8,0.536,0.432651206619168,101.58,0.1724878410999999,1.86,39.98
B83622,2020-21,1,2020-04-01,2021-03-31,91.0,5044,1.8,53.80090649064172,-1.791359282531194,138.0,138,4488.0,4488,/content/drive/MyDrive/wy_images/B83622_2020_21.png,35.13028816462729,168.8,0.5386,0.4058537807400597,92.98,0.1696210196,-3.94,39.91
B83622,2021-22,0,2021-04-01,2022-03-31,92.0,4846,1.9,53.80090649064172,-1.791359282531194,138.0,138,4488.0,4488,/content/drive/MyDrive/wy_images/B83622_2021_22.png,34.54402554384924,168.8,0.5595,0.5244232130544703,113.5,0.1608248254,5.29,39.8
B83622,2022-23,0,2022-04-01,2023-03-31,84.0,4621,1.82,53.80090649064172,-1.791359282531194,138.0,138,4488.0,4488,/content/drive/MyDrive/wy_images/B83622_2022_23.png,33.41220997439888,168.8,0.5342,0.4163892070788325,100.31,0.1402437686,0.91,39.79
B83622,2023-24,0,2023-04-01,2024-03-31,90.0,4231,2.13,53.80090649064172,-1.791359282531194,138.0,138,4488.0,4488,/content/drive/MyDrive/wy_images/B83622_2023_24.png,31.70450135959535,168.8,0.571,0.4187018616410021,102.64,0.1772809625,6.94,39.96
B83624,2019-20,0,2019-04-01,2020-03-31,285.0,17830,1.6,53.92506383953091,-1.8219216336376456,120.0,120,13473.0,13473,/content/drive/MyDrive/wy_images/B83624_2019_20.png,23.59129027157863,137.0,0.7004,0.4461784003677315,86.42,0.1795016952999999,0.36,9.02
B83624,2020-21,1,2020-04-01,2021-03-31,282.0,17847,1.58,53.92506383953091,-1.8219216336376456,120.0,120,13473.0,13473,/content/drive/MyDrive/wy_images/B83624_2020_21.png,24.505641187668683,137.0,0.7011,0.423235398758906,81.73,0.1647631454,-3.87,8.96
B83624,2021-22,0,2021-04-01,2022-03-31,280.0,17763,1.58,53.92506383953091,-1.8219216336376456,120.0,120,13473.0,13473,/content/drive/MyDrive/wy_images/B83624_2021_22.png,23.854508419161395,137.0,0.7027,0.4761511376695013,92.53,0.1609326894,4.51,8.96
B83624,2022-23,0,2022-04-01,2023-03-31,272.0,17609,1.54,53.92506383953091,-1.8219216336376456,120.0,120,13473.0,13473,/content/drive/MyDrive/wy_images/B83624_2022_23.png,26.46790879305412,137.0,0.6965,0.4337708250976787,88.69,0.1314287724,-1.52,8.88
B83624,2023-24,0,2023-04-01,2024-03-31,273.0,17289,1.58,53.92506383953091,-1.8219216336376456,120.0,120,13473.0,13473,/content/drive/MyDrive/wy_images/B83624_2023_24.png,23.957128295965664,137.0,0.748,0.4544378809469086,91.23,0.1683244308,5.89,8.86
B83626,2019-20,0,2019-04-01,2020-03-31,83.0,6508,1.28,53.80393317462756,-1.7301577023498689,119.0,119,6511.0,6511,/content/drive/MyDrive/wy_images/B83626_2019_20.png,21.54439232344368,177.9,0.5584,0.4384879062284532,101.48,0.1642210529,2.93,32.72
B83626,2020-21,1,2020-04-01,2021-03-31,81.0,6538,1.24,53.80393317462756,-1.7301577023498689,119.0,119,6511.0,6511,/content/drive/MyDrive/wy_images/B83626_2020_21.png,23.315027760125385,177.9,0.5197,0.3799924293265916,92.86,0.1746482349,-6.59,32.57
B83626,2021-22,0,2021-04-01,2022-03-31,81.0,6509,1.24,53.80393317462756,-1.7301577023498689,119.0,119,6511.0,6511,/content/drive/MyDrive/wy_images/B83626_2021_22.png,21.75404395669544,177.9,0.4877,0.404091758216502,116.27,0.1585070874999999,4.43,32.58
B83626,2022-23,0,2022-04-01,2023-03-31,76.0,6515,1.17,53.80393317462756,-1.7301577023498689,119.0,119,6511.0,6511,/content/drive/MyDrive/wy_images/B83626_2022_23.png,23.31533545693097,177.9,0.4971,0.3709987726959319,104.56,0.1421586246999999,1.02,32.67
B83626,2023-24,0,2023-04-01,2024-03-31,68.0,6496,1.05,53.80393317462756,-1.7301577023498689,119.0,119,6511.0,6511,/content/drive/MyDrive/wy_images/B83626_2023_24.png,23.12897287753685,177.9,0.5526,0.4067531464031257,104.23,0.1767661293,3.01,32.52
B83627,2019-20,0,2019-04-01,2020-03-31,57.0,3764,1.51,53.81922107763301,-1.7730747882736153,169.0,169,3684.0,3684,/content/drive/MyDrive/wy_images/B83627_2019_20.png,22.267157234766145,127.3,0.5213,0.4437923282004137,101.1,0.1712781625,2.03,25.98
B83627,2020-21,1,2020-04-01,2021-03-31,54.0,3747,1.44,53.81922107763301,-1.7730747882736153,169.0,169,3684.0,3684,/content/drive/MyDrive/wy_images/B83627_2020_21.png,23.91537039372721,127.3,0.5187,0.4089923833601471,92.54,0.1727032473999999,-4.69,25.9
B83627,2021-22,0,2021-04-01,2022-03-31,54.0,3725,1.45,53.81922107763301,-1.7730747882736153,169.0,169,3684.0,3684,/content/drive/MyDrive/wy_images/B83627_2021_22.png,21.78428030458031,127.3,0.5511,0.5536617743047576,113.68,0.1665263717,5.62,25.79
B83627,2022-23,0,2022-04-01,2023-03-31,56.0,3703,1.51,53.81922107763301,-1.7730747882736153,169.0,169,3684.0,3684,/content/drive/MyDrive/wy_images/B83627_2022_23.png,25.84375991655628,127.3,0.5187,0.4070835256262928,100.66,0.1368348375,1.02,25.75
B83627,2023-24,0,2023-04-01,2024-03-31,59.0,3729,1.58,53.81922107763301,-1.7730747882736153,169.0,169,3684.0,3684,/content/drive/MyDrive/wy_images/B83627_2023_24.png,23.77221502344264,127.3,0.5623,0.426263874971271,103.12,0.1766792636,6.55,25.99
B83629,2019-20,0,2019-04-01,2020-03-31,68.0,3035,2.24,53.80530531189084,-1.7319046361273556,154.0,154,3078.0,3078,/content/drive/MyDrive/wy_images/B83629_2019_20.png,20.875869974585108,174.2,0.561,0.4391303102735003,101.49,0.1644494081,2.99,30.74
B83629,2020-21,1,2020-04-01,2021-03-31,76.0,3040,2.5,53.80530531189084,-1.7319046361273556,154.0,154,3078.0,3078,/content/drive/MyDrive/wy_images/B83629_2020_21.png,22.477828002747007,174.2,0.5266,0.385296851298552,92.87,0.1739701029,-6.4,30.9
B83629,2021-22,0,2021-04-01,2022-03-31,73.0,3082,2.37,53.80530531189084,-1.7319046361273556,154.0,154,3078.0,3078,/content/drive/MyDrive/wy_images/B83629_2021_22.png,20.825695998326225,174.2,0.4985,0.4126999724201333,115.93,0.158569476,4.58,30.8
B83629,2022-23,0,2022-04-01,2023-03-31,71.0,3078,2.31,53.80530531189084,-1.7319046361273556,154.0,154,3078.0,3078,/content/drive/MyDrive/wy_images/B83629_2022_23.png,23.018618073245257,174.2,0.507,0.3762848402666053,104.3,0.1417874461,0.93,30.95
B83629,2023-24,0,2023-04-01,2024-03-31,73.0,3177,2.3,53.80530531189084,-1.7319046361273556,154.0,154,3078.0,3078,/content/drive/MyDrive/wy_images/B83629_2023_24.png,22.76158700567382,174.2,0.5598,0.4108645322914273,104.05,0.1763776533,3.17,30.78
B83642,2019-20,0,2019-04-01,2020-03-31,60.0,3273,1.83,53.80610762856381,-1.7800517532640554,152.0,152,3753.0,3753,/content/drive/MyDrive/wy_images/B83642_2019_20.png,21.5746424070802,164.3,0.5244,0.4352575316019306,101.47,0.1724878302,2.0,37.42
B83642,2020-21,1,2020-04-01,2021-03-31,58.0,3499,1.66,53.80610762856381,-1.7800517532640554,152.0,152,3753.0,3753,/content/drive/MyDrive/wy_images/B83642_2020_21.png,22.39075280213161,164.3,0.525,0.4060740335555045,92.86,0.1713794084,-4.43,37.22
B83642,2021-22,0,2021-04-01,2022-03-31,51.0,3572,1.43,53.80610762856381,-1.7800517532640554,152.0,152,3753.0,3753,/content/drive/MyDrive/wy_images/B83642_2021_22.png,21.52075723661989,164.3,0.5521,0.5370510411399678,113.96,0.163285775,5.47,37.17
B83642,2022-23,0,2022-04-01,2023-03-31,53.0,3850,1.38,53.80610762856381,-1.7800517532640554,152.0,152,3753.0,3753,/content/drive/MyDrive/wy_images/B83642_2022_23.png,22.845536088604668,164.3,0.5225,0.4108278234888531,100.66,0.1387521904999999,0.98,36.61
B83642,2023-24,0,2023-04-01,2024-03-31,65.0,4293,1.51,53.80610762856381,-1.7800517532640554,152.0,152,3753.0,3753,/content/drive/MyDrive/wy_images/B83642_2023_24.png,20.565473767924207,164.3,0.5625,0.4200600873362445,103.09,0.1779306622,6.71,36.04
B83657,2019-20,0,2019-04-01,2020-03-31,55.0,5417,1.02,53.7931978528687,-1.75931028687082,216.0,216,5682.0,5682,/content/drive/MyDrive/wy_images/B83657_2019_20.png,30.43293103178004,150.7,0.4852,0.4241347644219719,102.81,0.1675387766,2.18,32.53
B83657,2020-21,1,2020-04-01,2021-03-31,72.0,5663,1.27,53.7931978528687,-1.75931028687082,216.0,216,5682.0,5682,/content/drive/MyDrive/wy_images/B83657_2020_21.png,30.180414089658857,150.7,0.4644,0.3639139737991266,94.24,0.1729709887999999,-5.23,31.82
B83657,2021-22,0,2021-04-01,2022-03-31,76.0,5823,1.31,53.7931978528687,-1.75931028687082,216.0,216,5682.0,5682,/content/drive/MyDrive/wy_images/B83657_2021_22.png,30.17745894700335,150.7,0.4495,0.4115987083429097,115.84,0.1627425357,4.97,30.39
B83657,2022-23,0,2022-04-01,2023-03-31,82.0,5749,1.43,53.7931978528687,-1.75931028687082,216.0,216,5682.0,5682,/content/drive/MyDrive/wy_images/B83657_2022_23.png,31.81019980436472,150.7,0.452,0.3635101769708113,103.85,0.1486626804,0.65,29.56
B83657,2023-24,0,2023-04-01,2024-03-31,85.0,5714,1.49,53.7931978528687,-1.75931028687082,216.0,216,5682.0,5682,/content/drive/MyDrive/wy_images/B83657_2023_24.png,28.85805508747384,150.7,0.4846,0.3783955964146173,104.23,0.1820373377,5.35,29.43
B83659,2019-20,0,2019-04-01,2020-03-31,65.0,3181,2.04,53.7908658758722,-1.7805659493206027,133.0,133,2723.0,2723,/content/drive/MyDrive/wy_images/B83659_2019_20.png,30.11386229363093,170.7,0.5493,0.4461416915651574,102.82,0.1637324199,2.18,33.08
B83659,2020-21,1,2020-04-01,2021-03-31,64.0,3320,1.93,53.7908658758722,-1.7805659493206027,133.0,133,2723.0,2723,/content/drive/MyDrive/wy_images/B83659_2020_21.png,29.93913390608561,170.7,0.5352,0.3988607538496898,93.87,0.1706148412,-4.45,32.84
