practice_code,year,covid_year,sat_start,sat_end,register,list_size,copd_prevalence,lat,lon,n_lsoas,n_unique_lsoas,wy_patients,total_wy_patients,image_path,image_std,elevation_lsoa_weighted,ndvi_lsoa_weighted,evi_lsoa_weighted,no2_lsoa_weighted,pm25_lsoa_weighted,lst_lsoa_weighted,pop_lsoa_weighted
B82004,2019-20,0,2019-04-01,2020-03-31,151.0,10318,1.46,53.95679377410468,-1.7183322314049587,9.0,9,363.0,363,/content/drive/MyDrive/wy_images/B82004_2019_20.png,15.094922202187368,249.4,0.7297,0.4609169846012411,84.86,0.1684860929,2.26,2.24
B82004,2020-21,1,2020-04-01,2021-03-31,162.0,10494,1.54,53.95679377410468,-1.7183322314049587,9.0,9,363.0,363,/content/drive/MyDrive/wy_images/B82004_2020_21.png,16.24656738190621,249.4,0.7337,0.461192300620547,80.66,0.1649911597,-4.1,2.33
B82004,2021-22,0,2021-04-01,2022-03-31,148.0,10752,1.38,53.95679377410468,-1.7183322314049587,9.0,9,363.0,363,/content/drive/MyDrive/wy_images/B82004_2021_22.png,14.397470313046334,249.4,0.7024,0.4736916478970351,92.12,0.1563762814,3.72,2.36
B82004,2022-23,0,2022-04-01,2023-03-31,138.0,10926,1.26,53.95679377410468,-1.7183322314049587,9.0,9,363.0,363,/content/drive/MyDrive/wy_images/B82004_2022_23.png,15.73240384650973,249.4,0.716,0.4669005194208228,89.69,0.1343854525,-3.2,2.53
B82004,2023-24,0,2023-04-01,2024-03-31,133.0,10903,1.22,53.95679377410468,-1.7183322314049587,9.0,9,363.0,363,/content/drive/MyDrive/wy_images/B82004_2023_24.png,17.96734620581863,249.4,0.7396,0.4682587451160653,89.33,0.1658782793,6.14,2.56
B82012,2019-20,0,2019-04-01,2020-03-31,171.0,13912,1.23,53.95035927337279,-1.5360090153846155,12.0,12,4225.0,4225,/content/drive/MyDrive/wy_images/B82012_2019_20.png,15.178468409811096,108.1,0.6967,0.4570992691335325,89.64,0.1594073820999999,5.22,10.93
B82012,2020-21,1,2020-04-01,2021-03-31,176.0,14228,1.24,53.95035927337279,-1.5360090153846155,12.0,12,4225.0,4225,/content/drive/MyDrive/wy_images/B82012_2020_21.png,18.611807561537024,108.1,0.6726,0.4379189197885543,84.58,0.1577499488,-1.33,10.95
B82012,2021-22,0,2021-04-01,2022-03-31,165.0,14625,1.13,53.95035927337279,-1.5360090153846155,12.0,12,4225.0,4225,/content/drive/MyDrive/wy_images/B82012_2021_22.png,15.459502816374812,108.1,0.6376,0.4722600045966444,96.75,0.1587042108,7.99,10.93
B82012,2022-23,0,2022-04-01,2023-03-31,179.0,14792,1.21,53.95035927337279,-1.5360090153846155,12.0,12,4225.0,4225,/content/drive/MyDrive/wy_images/B82012_2022_23.png,15.798057510982838,108.1,0.6382,0.4219322362675247,97.05,0.135108259,-4.84,10.87
B82012,2023-24,0,2023-04-01,2024-03-31,171.0,14996,1.14,53.95035927337279,-1.5360090153846155,12.0,12,4225.0,4225,/content/drive/MyDrive/wy_images/B82012_2023_24.png,19.723087686887297,108.1,0.7107,0.4646429280625144,92.69,0.1742594874999999,1.91,10.86
B82013,2019-20,0,2019-04-01,2020-03-31,364.0,19952,1.82,53.954800167464114,-1.5696383492822965,16.0,16,418.0,418,/content/drive/MyDrive/wy_images/B82013_2019_20.png,18.4686298641094,143.3,0.6635,0.4543828177430474,89.85,0.1553486738,7.68,17.78
B82013,2020-21,1,2020-04-01,2021-03-31,359.0,19672,1.82,53.954800167464114,-1.5696383492822965,16.0,16,418.0,418,/content/drive/MyDrive/wy_images/B82013_2020_21.png,22.65210538150699,143.3,0.6401,0.4306322224775913,85.67,0.1568765086,-0.89,17.58
B82013,2021-22,0,2021-04-01,2022-03-31,356.0,19497,1.83,53.954800167464114,-1.5696383492822965,16.0,16,418.0,418,/content/drive/MyDrive/wy_images/B82013_2021_22.png,15.5849745807484,143.3,0.6118,0.4585676212364973,97.87,0.1609554616,7.31,17.36
B82013,2022-23,0,2022-04-01,2023-03-31,376.0,19769,1.9,53.954800167464114,-1.5696383492822965,16.0,16,418.0,418,/content/drive/MyDrive/wy_images/B82013_2022_23.png,15.92104567967115,143.3,0.6096,0.4248872948747415,96.39,0.1389345745,-3.54,17.26
B82013,2023-24,0,2023-04-01,2024-03-31,381.0,20122,1.89,53.954800167464114,-1.5696383492822965,16.0,16,418.0,418,/content/drive/MyDrive/wy_images/B82013_2023_24.png,18.609405831831364,143.3,0.6577,0.4500878878418753,94.08,0.1714186834999999,2.56,17.24
B82014,2019-20,0,2019-04-01,2020-03-31,106.0,6708,1.58,53.952850608695655,-1.5535491304347826,8.0,8,115.0,115,/content/drive/MyDrive/wy_images/B82014_2019_20.png,19.43446631487944,130.1,0.6327,0.4452239715008044,89.88,0.1564329063,5.33,16.12
B82014,2020-21,1,2020-04-01,2021-03-31,107.0,6645,1.61,53.952850608695655,-1.5535491304347826,8.0,8,115.0,115,/content/drive/MyDrive/wy_images/B82014_2020_21.png,24.80966733525569,130.1,0.6105,0.4184265456216961,85.54,0.1577646268999999,0.03,16.01
B82014,2021-22,0,2021-04-01,2022-03-31,106.0,6694,1.58,53.952850608695655,-1.5535491304347826,8.0,8,115.0,115,/content/drive/MyDrive/wy_images/B82014_2021_22.png,16.67484426251289,130.1,0.5739,0.4390018294644909,97.51,0.1611112945,7.89,15.92
B82014,2022-23,0,2022-04-01,2023-03-31,105.0,6738,1.56,53.952850608695655,-1.5535491304347826,8.0,8,115.0,115,/content/drive/MyDrive/wy_images/B82014_2022_23.png,17.409599083788102,130.1,0.5793,0.4088271937485635,96.0,0.1323460260999999,-5.37,15.9
B82014,2023-24,0,2023-04-01,2024-03-31,109.0,6834,1.59,53.952850608695655,-1.5535491304347826,8.0,8,115.0,115,/content/drive/MyDrive/wy_images/B82014_2023_24.png,17.403196119595098,130.1,0.6279,0.4301917168467019,93.38,0.1678937702,2.05,16.06
B82016,2019-20,0,2019-04-01,2020-03-31,137.0,7757,1.77,53.95893597826087,-1.5560589130434783,6.0,6,184.0,184,/content/drive/MyDrive/wy_images/B82016_2019_20.png,15.30497128464891,128.5,0.6403,0.4498492806251437,89.62,0.1558550123,7.12,19.34
B82016,2020-21,1,2020-04-01,2021-03-31,146.0,7637,1.91,53.95893597826087,-1.5560589130434783,6.0,6,184.0,184,/content/drive/MyDrive/wy_images/B82016_2020_21.png,16.420539488695503,128.5,0.6157,0.4196195817053551,85.46,0.156103477,-0.13,19.27
B82016,2021-22,0,2021-04-01,2022-03-31,149.0,7862,1.9,53.95893597826087,-1.5560589130434783,6.0,6,184.0,184,/content/drive/MyDrive/wy_images/B82016_2021_22.png,14.74721845816918,128.5,0.5849,0.442085368880717,97.38,0.1615270109,7.75,19.24
B82016,2022-23,0,2022-04-01,2023-03-31,144.0,8132,1.77,53.95893597826087,-1.5560589130434783,6.0,6,184.0,184,/content/drive/MyDrive/wy_images/B82016_2022_23.png,15.513904352122568,128.5,0.5803,0.4129385796368651,96.36,0.1365266472,-4.52,19.21
B82016,2023-24,0,2023-04-01,2024-03-31,150.0,8340,1.8,53.95893597826087,-1.5560589130434783,6.0,6,184.0,184,/content/drive/MyDrive/wy_images/B82016_2023_24.png,16.849469770425095,128.5,0.6337,0.4370562629280625,93.65,0.1687308685,2.58,19.24
B82026,2019-20,0,2019-04-01,2020-03-31,759.0,32536,2.33,53.93067752380953,-1.2927150476190474,13.0,13,105.0,105,/content/drive/MyDrive/wy_images/B82026_2019_20.png,20.98439713990393,38.4,0.5576,0.4063677039760974,96.09,0.1454478739,7.39,12.17
B82026,2020-21,1,2020-04-01,2021-03-31,738.0,32836,2.25,53.93067752380953,-1.2927150476190474,13.0,13,105.0,105,/content/drive/MyDrive/wy_images/B82026_2020_21.png,28.3096195946363,38.4,0.5339,0.3782487612043208,89.97,0.155355475,2.7,12.11
B82026,2021-22,0,2021-04-01,2022-03-31,710.0,33266,2.13,53.93067752380953,-1.2927150476190474,13.0,13,105.0,105,/content/drive/MyDrive/wy_images/B82026_2021_22.png,17.681780765646188,38.4,0.5645,0.3892797563778442,100.88,0.1512880272,6.36,12.16
B82026,2022-23,0,2022-04-01,2023-03-31,712.0,33349,2.13,53.93067752380953,-1.2927150476190474,13.0,13,105.0,105,/content/drive/MyDrive/wy_images/B82026_2022_23.png,24.814835724518787,38.4,0.5671,0.3765234474833371,98.66,0.1399607437999999,-9.9,12.15
B82026,2023-24,0,2023-04-01,2024-03-31,704.0,32972,2.14,53.93067752380953,-1.2927150476190474,13.0,13,105.0,105,/content/drive/MyDrive/wy_images/B82026_2023_24.png,15.868671984833682,38.4,0.595,0.4071936520340151,94.49,0.1867498986,7.16,12.14
B82027,2019-20,0,2019-04-01,2020-03-31,315.0,15129,2.08,53.9572939009901,-1.5622624554455449,9.0,9,505.0,505,/content/drive/MyDrive/wy_images/B82027_2019_20.png,18.38794053188853,139.6,0.6549,0.4522904159963227,89.61,0.1559496858,7.08,17.84
B82027,2020-21,1,2020-04-01,2021-03-31,312.0,14833,2.1,53.9572939009901,-1.5622624554455449,9.0,9,505.0,505,/content/drive/MyDrive/wy_images/B82027_2020_21.png,21.627495319007885,139.6,0.6302,0.4257315973339462,85.35,0.1564519819,-0.43,17.78
B82027,2021-22,0,2021-04-01,2022-03-31,292.0,14730,1.98,53.9572939009901,-1.5622624554455449,9.0,9,505.0,505,/content/drive/MyDrive/wy_images/B82027_2021_22.png,15.382073711545276,139.6,0.5984,0.449647382210986,97.32,0.1610418187,7.67,17.7
B82027,2022-23,0,2022-04-01,2023-03-31,274.0,14522,1.89,53.9572939009901,-1.5622624554455449,9.0,9,505.0,505,/content/drive/MyDrive/wy_images/B82027_2022_23.png,16.306790976742068,139.6,0.595,0.4175822431624914,96.36,0.1369003279,-4.34,17.67
B82027,2023-24,0,2023-04-01,2024-03-31,278.0,14196,1.96,53.9572939009901,-1.5622624554455449,9.0,9,505.0,505,/content/drive/MyDrive/wy_images/B82027_2023_24.png,18.16348766002225,139.6,0.6495,0.4445632130544702,93.54,0.1701207898,2.43,17.59
B82031,2019-20,0,2019-04-01,2020-03-31,164.0,9941,1.65,53.82063283955683,-1.267831981945014,10.0,10,2437.0,2437,/content/drive/MyDrive/wy_images/B82031_2019_20.png,15.034236345557437,27.1,0.5344,0.3683006757067341,102.7,0.1509449903,4.88,6.32
B82031,2020-21,1,2020-04-01,2021-03-31,162.0,10248,1.58,53.82063283955683,-1.267831981945014,10.0,10,2437.0,2437,/content/drive/MyDrive/wy_images/B82031_2020_21.png,24.74043924352681,27.1,0.5413,0.3606468903700299,94.47,0.1636399541,-0.26,6.61
B82031,2021-22,0,2021-04-01,2022-03-31,160.0,10636,1.5,53.82063283955683,-1.267831981945014,10.0,10,2437.0,2437,/content/drive/MyDrive/wy_images/B82031_2021_22.png,15.75315286902812,27.1,0.5708,0.3911335509078373,111.25,0.1524360092,5.77,6.92
B82031,2022-23,0,2022-04-01,2023-03-31,152.0,10816,1.41,53.82063283955683,-1.267831981945014,10.0,10,2437.0,2437,/content/drive/MyDrive/wy_images/B82031_2022_23.png,19.903544945018123,27.1,0.5449,0.3484228591128476,103.56,0.1490221896999999,-2.67,7.03
B82031,2023-24,0,2023-04-01,2024-03-31,164.0,10877,1.51,53.82063283955683,-1.267831981945014,10.0,10,2437.0,2437,/content/drive/MyDrive/wy_images/B82031_2023_24.png,18.05729815059476,27.1,0.6229,0.4110664307055849,103.24,0.18472915,6.37,7.12
B82053,2019-20,0,2019-04-01,2020-03-31,198.0,12831,1.54,53.946527928311696,-2.0115632976623377,52.0,52,9625.0,9625,/content/drive/MyDrive/wy_images/B82053_2019_20.png,39.50787515435799,158.9,0.7166,0.5180909446104345,88.32,0.1785181297,2.13,8.77
B82053,2020-21,1,2020-04-01,2021-03-31,202.0,13013,1.55,53.946527928311696,-2.0115632976623377,52.0,52,9625.0,9625,/content/drive/MyDrive/wy_images/B82053_2020_21.png,41.15164027265377,158.9,0.7078,0.453006237646518,83.03,0.1695476911,-3.63,8.65
B82053,2021-22,0,2021-04-01,2022-03-31,205.0,13515,1.52,53.946527928311696,-2.0115632976623377,52.0,52,9625.0,9625,/content/drive/MyDrive/wy_images/B82053_2021_22.png,40.54776068961214,158.9,0.6629,0.4529511744426568,94.8,0.1683732901,4.5,8.58
B82053,2022-23,0,2022-04-01,2023-03-31,220.0,14218,1.55,53.946527928311696,-2.0115632976623377,52.0,52,9625.0,9625,/content/drive/MyDrive/wy_images/B82053_2022_23.png,40.24295150816724,158.9,0.6678,0.4363404412778672,87.34,0.1336364215,-0.32,8.42
B82053,2023-24,0,2023-04-01,2024-03-31,228.0,14777,1.54,53.946527928311696,-2.0115632976623377,52.0,52,9625.0,9625,/content/drive/MyDrive/wy_images/B82053_2023_24.png,40.367061844413406,158.9,0.689,0.4523271247988967,92.76,0.1621031313,4.41,8.42
B82059,2019-20,0,2019-04-01,2020-03-31,266.0,10866,2.45,53.94555261627907,-1.5905264534883718,20.0,20,172.0,172,/content/drive/MyDrive/wy_images/B82059_2019_20.png,14.733223511371715,163.8,0.629,0.4478119420822799,90.16,0.1563499659,6.73,18.71
B82059,2020-21,1,2020-04-01,2021-03-31,274.0,10892,2.52,53.94555261627907,-1.5905264534883718,20.0,20,172.0,172,/content/drive/MyDrive/wy_images/B82059_2020_21.png,17.562961465359663,163.8,0.6106,0.4180227487933808,85.86,0.1576835524,-0.15,18.72
B82059,2021-22,0,2021-04-01,2022-03-31,256.0,10898,2.35,53.94555261627907,-1.5905264534883718,20.0,20,172.0,172,/content/drive/MyDrive/wy_images/B82059_2021_22.png,15.157595423865349,163.8,0.5839,0.4401948655481498,98.23,0.1619854624,7.39,18.59
B82059,2022-23,0,2022-04-01,2023-03-31,264.0,10988,2.4,53.94555261627907,-1.5905264534883718,20.0,20,172.0,172,/content/drive/MyDrive/wy_images/B82059_2022_23.png,16.07605433411955,163.8,0.5818,0.4182430016088255,96.24,0.135772404,-4.77,18.59
B82059,2023-24,0,2023-04-01,2024-03-31,262.0,11026,2.38,53.94555261627907,-1.5905264534883718,20.0,20,172.0,172,/content/drive/MyDrive/wy_images/B82059_2023_24.png,17.24344931754552,163.8,0.632,0.4379923373937026,94.1,0.1682811905,3.12,18.45
B82060,2019-20,0,2019-04-01,2020-03-31,286.0,12217,2.34,53.94483588785047,-1.5297934579439254,16.0,16,107.0,107,/content/drive/MyDrive/wy_images/B82060_2019_20.png,14.29712947152156,104.7,0.6304,0.4357714548379683,90.86,0.1541768035,3.53,13.62
B82060,2020-21,1,2020-04-01,2021-03-31,271.0,12362,2.19,53.94483588785047,-1.5297934579439254,16.0,16,107.0,107,/content/drive/MyDrive/wy_images/B82060_2020_21.png,17.444195433980322,104.7,0.6259,0.4282828591128476,85.57,0.1619419939,0.22,13.65
B82060,2021-22,0,2021-04-01,2022-03-31,264.0,12700,2.08,53.94483588785047,-1.5297934579439254,16.0,16,107.0,107,/content/drive/MyDrive/wy_images/B82060_2021_22.png,15.46734453231094,104.7,0.5911,0.4528043392323604,97.63,0.1594054066,7.58,13.49
B82060,2022-23,0,2022-04-01,2023-03-31,254.0,12719,2.0,53.94483588785047,-1.5297934579439254,16.0,16,107.0,107,/content/drive/MyDrive/wy_images/B82060_2022_23.png,15.888727686434155,104.7,0.5978,0.4073404872443116,95.29,0.1275879993,-6.79,13.5
B82060,2023-24,0,2023-04-01,2024-03-31,254.0,12821,1.98,53.94483588785047,-1.5297934579439254,16.0,16,107.0,107,/content/drive/MyDrive/wy_images/B82060_2023_24.png,19.05503471835712,104.7,0.6602,0.4559980050563088,92.33,0.1684522833999999,2.05,13.47
B82073,2019-20,0,2019-04-01,2020-03-31,204.0,10048,2.03,53.790134819369726,-1.3232161798616446,74.0,74,2602.0,2602,/content/drive/MyDrive/wy_images/B82073_2019_20.png,22.69726158655481,58.9,0.5321,0.3753487658009653,104.51,0.1515605025,4.21,7.01
B82073,2020-21,1,2020-04-01,2021-03-31,214.0,10111,2.12,53.790134819369726,-1.3232161798616446,74.0,74,2602.0,2602,/content/drive/MyDrive/wy_images/B82073_2020_21.png,30.408898627752503,58.9,0.5524,0.3717513031487014,96.27,0.1620711348,-1.37,7.09
B82073,2021-22,0,2021-04-01,2022-03-31,208.0,10320,2.02,53.790134819369726,-1.3232161798616446,74.0,74,2602.0,2602,/content/drive/MyDrive/wy_images/B82073_2021_22.png,23.800094983325955,58.9,0.5894,0.405339857504022,113.74,0.1527506314,6.66,7.17
B82073,2022-23,0,2022-04-01,2023-03-31,204.0,10476,1.95,53.790134819369726,-1.3232161798616446,74.0,74,2602.0,2602,/content/drive/MyDrive/wy_images/B82073_2022_23.png,24.332312795224063,58.9,0.5675,0.3634918225695243,105.98,0.1445912085,-3.07,6.99
B82073,2023-24,0,2023-04-01,2024-03-31,195.0,10696,1.82,53.790134819369726,-1.3232161798616446,74.0,74,2602.0,2602,/content/drive/MyDrive/wy_images/B82073_2023_24.png,22.961264896212327,58.9,0.6187,0.4056702367271891,105.13,0.1841488928,7.02,6.92
B82091,2019-20,0,2019-04-01,2020-03-31,96.0,7259,1.32,53.96005619047618,-1.5528663095238096,5.0,5,252.0,252,/content/drive/MyDrive/wy_images/B82091_2019_20.png,15.041463680235967,126.2,0.6458,0.4508037094920708,89.67,0.1561785687,6.86,17.65
B82091,2020-21,1,2020-04-01,2021-03-31,92.0,7691,1.2,53.96005619047618,-1.5528663095238096,5.0,5,252.0,252,/content/drive/MyDrive/wy_images/B82091_2020_21.png,16.504609369900557,126.2,0.6212,0.4219322362675247,85.41,0.1563383554,-0.2,17.95
B82091,2021-22,0,2021-04-01,2022-03-31,94.0,7782,1.21,53.96005619047618,-1.5528663095238096,5.0,5,252.0,252,/content/drive/MyDrive/wy_images/B82091_2021_22.png,14.668052291811303,126.2,0.5859,0.442672709721903,97.32,0.1614142025999999,7.78,18.72
B82091,2022-23,0,2022-04-01,2023-03-31,99.0,7833,1.26,53.96005619047618,-1.5528663095238096,5.0,5,252.0,252,/content/drive/MyDrive/wy_images/B82091_2022_23.png,15.51891215408324,126.2,0.582,0.4137278188922087,96.39,0.1362844794999999,-4.66,18.61
B82091,2023-24,0,2023-04-01,2024-03-31,93.0,7842,1.19,53.96005619047618,-1.5528663095238096,5.0,5,252.0,252,/content/drive/MyDrive/wy_images/B82091_2023_24.png,16.839183367813227,126.2,0.6366,0.4383043622155826,93.57,0.1689345324,2.58,18.46
B82105,2019-20,0,2019-04-01,2020-03-31,182.0,8920,2.04,53.87549532513181,-1.2764516564147628,17.0,17,6828.0,6828,/content/drive/MyDrive/wy_images/B82105_2019_20.png,14.351036764292257,27.0,0.5472,0.3787076212364973,99.63,0.1469843109999999,5.15,4.64
B82105,2020-21,1,2020-04-01,2021-03-31,182.0,8981,2.03,53.87549532513181,-1.2764516564147628,17.0,17,6828.0,6828,/content/drive/MyDrive/wy_images/B82105_2020_21.png,18.77954463837379,27.0,0.5839,0.3747614249597794,91.86,0.1538836982999999,2.76,4.61
B82105,2021-22,0,2021-04-01,2022-03-31,183.0,9017,2.03,53.87549532513181,-1.2764516564147628,17.0,17,6828.0,6828,/content/drive/MyDrive/wy_images/B82105_2021_22.png,15.557754291416469,27.0,0.5918,0.3720816823718685,103.21,0.153587003,5.25,4.51
B82105,2022-23,0,2022-04-01,2023-03-31,181.0,9173,1.97,53.87549532513181,-1.2764516564147628,17.0,17,6828.0,6828,/content/drive/MyDrive/wy_images/B82105_2022_23.png,18.81450910275825,27.0,0.555,0.3522038657779821,100.27,0.1398975011,-6.8,4.48
B82105,2023-24,0,2023-04-01,2024-03-31,193.0,9355,2.06,53.87549532513181,-1.2764516564147628,17.0,17,6828.0,6828,/content/drive/MyDrive/wy_images/B82105_2023_24.png,16.44381398193353,27.0,0.6305,0.4057803631349115,98.62,0.1857858436999999,6.78,4.49
B83002,2019-20,0,2019-04-01,2020-03-31,62.0,5088,1.22,53.924985549023326,-1.817652562108856,74.0,74,5273.0,5273,/content/drive/MyDrive/wy_images/B83002_2019_20.png,25.09213401491613,134.7,0.7187,0.4643676120432085,88.26,0.1815482573,-0.06,11.66
B83002,2020-21,1,2020-04-01,2021-03-31,55.0,5068,1.09,53.924985549023326,-1.817652562108856,74.0,74,5273.0,5273,/content/drive/MyDrive/wy_images/B83002_2020_21.png,25.71364970084265,134.7,0.7283,0.4490233325672259,83.16,0.1668008109,-3.14,11.7
B83002,2021-22,0,2021-04-01,2022-03-31,55.0,5100,1.08,53.924985549023326,-1.817652562108856,74.0,74,5273.0,5273,/content/drive/MyDrive/wy_images/B83002_2021_22.png,25.423473373126324,134.7,0.7275,0.5053346357159274,95.1,0.1618428018,5.56,11.66
B83002,2022-23,0,2022-04-01,2023-03-31,58.0,5303,1.09,53.924985549023326,-1.817652562108856,74.0,74,5273.0,5273,/content/drive/MyDrive/wy_images/B83002_2022_23.png,27.908665108536912,134.7,0.7178,0.4559612962537347,91.22,0.126961478,-1.59,11.75
B83002,2023-24,0,2023-04-01,2024-03-31,60.0,5374,1.12,53.924985549023326,-1.817652562108856,74.0,74,5273.0,5273,/content/drive/MyDrive/wy_images/B83002_2023_24.png,26.453874464774547,134.7,0.7654,0.4710119053091244,93.58,0.1701224513999999,5.91,11.76
B83005,2019-20,0,2019-04-01,2020-03-31,130.0,6896,1.89,53.79830918241696,-1.7141264261168383,98.0,98,6984.0,6984,/content/drive/MyDrive/wy_images/B83005_2019_20.png,29.91978691158036,180.1,0.5278,0.4124063019995403,102.0,0.1684083494,2.99,30.72
B83005,2020-21,1,2020-04-01,2021-03-31,129.0,6942,1.86,53.79830918241696,-1.7141264261168383,98.0,98,6984.0,6984,/content/drive/MyDrive/wy_images/B83005_2020_21.png,30.54112544508076,180.1,0.4674,0.336382371868536,93.48,0.1756926013,-7.4,30.58
B83005,2021-22,0,2021-04-01,2022-03-31,132.0,6851,1.93,53.79830918241696,-1.7141264261168383,98.0,98,6984.0,6984,/content/drive/MyDrive/wy_images/B83005_2021_22.png,30.65687368516954,180.1,0.4359,0.3784139508159044,116.72,0.1612648475999999,5.22,30.6
B83005,2022-23,0,2022-04-01,2023-03-31,127.0,6985,1.82,53.79830918241696,-1.7141264261168383,98.0,98,6984.0,6984,/content/drive/MyDrive/wy_images/B83005_2022_23.png,30.229811664062584,180.1,0.4245,0.3372450287290278,105.66,0.1418485997,1.39,30.68
B83005,2023-24,0,2023-04-01,2024-03-31,127.0,7095,1.79,53.79830918241696,-1.7141264261168383,98.0,98,6984.0,6984,/content/drive/MyDrive/wy_images/B83005_2023_24.png,28.11970115057136,180.1,0.4899,0.3708519374856355,104.41,0.1749181543,2.95,30.55
B83008,2019-20,0,2019-04-01,2020-03-31,294.0,12064,2.44,53.869076884580245,-1.9117868449903563,80.0,80,19702.0,19702,/content/drive/MyDrive/wy_images/B83008_2019_20.png,30.871433664246403,147.8,0.5888,0.4318436129625373,92.94,0.1744748511,1.92,20.5
B83008,2020-21,1,2020-04-01,2021-03-31,333.0,12210,2.73,53.869076884580245,-1.9117868449903563,80.0,80,19702.0,19702,/content/drive/MyDrive/wy_images/B83008_2020_21.png,32.434023367998805,147.8,0.5914,0.4354410756148011,84.94,0.1703145995,-2.76,20.59
B83008,2021-22,0,2021-04-01,2022-03-31,357.0,19398,1.84,53.869076884580245,-1.9117868449903563,80.0,80,19702.0,19702,/content/drive/MyDrive/wy_images/B83008_2021_22.png,31.893867813248107,147.8,0.5241,0.412020859572512,98.76,0.1607332863,5.75,21.97
B83008,2022-23,0,2022-04-01,2023-03-31,363.0,19706,1.84,53.869076884580245,-1.9117868449903563,80.0,80,19702.0,19702,/content/drive/MyDrive/wy_images/B83008_2022_23.png,34.44606823664345,147.8,0.523,0.3973924017467249,91.93,0.1318746151,0.22,22.02
B83008,2023-24,0,2023-04-01,2024-03-31,368.0,20019,1.84,53.869076884580245,-1.9117868449903563,80.0,80,19702.0,19702,/content/drive/MyDrive/wy_images/B83008_2023_24.png,33.486828976234435,147.8,0.5762,0.417472116754769,94.68,0.1787589488,7.45,22.09
B83009,2019-20,0,2019-04-01,2020-03-31,380.0,10430,3.64,53.75253492275738,-1.7803589536544202,231.0,231,15406.0,15406,/content/drive/MyDrive/wy_images/B83009_2019_20.png,18.48366228813932,182.4,0.6075,0.449041686968513,104.77,0.1688972205,2.33,11.13
B83009,2020-21,1,2020-04-01,2021-03-31,350.0,10394,3.37,53.75253492275738,-1.7803589536544202,231.0,231,15406.0,15406,/content/drive/MyDrive/wy_images/B83009_2020_21.png,21.83070771786817,182.4,0.5977,0.4222259066881177,97.12,0.1675011601,-6.13,11.19
B83009,2021-22,0,2021-04-01,2022-03-31,482.0,15340,3.14,53.75253492275738,-1.7803589536544202,231.0,231,15406.0,15406,/content/drive/MyDrive/wy_images/B83009_2021_22.png,19.41679696271777,182.4,0.5946,0.4814004964376006,114.91,0.1563468855,4.73,13.54
B83009,2022-23,0,2022-04-01,2023-03-31,483.0,15426,3.13,53.75253492275738,-1.7803589536544202,231.0,231,15406.0,15406,/content/drive/MyDrive/wy_images/B83009_2022_23.png,20.185212454839164,182.4,0.5871,0.4237860307975178,102.78,0.1431756957,-0.03,13.56
B83009,2023-24,0,2023-04-01,2024-03-31,483.0,15803,3.06,53.75253492275738,-1.7803589536544202,231.0,231,15406.0,15406,/content/drive/MyDrive/wy_images/B83009_2023_24.png,21.35189536603685,182.4,0.6157,0.4510239623075155,103.86,0.1648025897999999,5.27,13.56
B83010,2019-20,0,2019-04-01,2020-03-31,296.0,10226,2.89,53.76992663773321,-1.777685995211015,108.0,108,10023.0,10023,/content/drive/MyDrive/wy_images/B83010_2019_20.png,20.612265918889733,204.5,0.5498,0.4506568742817743,104.09,0.1664886724,1.72,28.61
B83010,2020-21,1,2020-04-01,2021-03-31,290.0,10224,2.84,53.76992663773321,-1.777685995211015,108.0,108,10023.0,10023,/content/drive/MyDrive/wy_images/B83010_2020_21.png,20.85937877658501,204.5,0.5324,0.3874993794529993,95.62,0.1714516799,-5.09,28.54
B83010,2021-22,0,2021-04-01,2022-03-31,286.0,10151,2.82,53.76992663773321,-1.777685995211015,108.0,108,10023.0,10023,/content/drive/MyDrive/wy_images/B83010_2021_22.png,20.0090604789711,204.5,0.5148,0.4219322362675247,115.65,0.1586516136999999,4.83,28.71
B83010,2022-23,0,2022-04-01,2023-03-31,263.0,10082,2.61,53.76992663773321,-1.777685995211015,108.0,108,10023.0,10023,/content/drive/MyDrive/wy_images/B83010_2022_23.png,21.55796234398197,204.5,0.52,0.3935930406803034,103.55,0.1506012021,-0.03,28.77
B83010,2023-24,0,2023-04-01,2024-03-31,239.0,9973,2.4,53.76992663773321,-1.777685995211015,108.0,108,10023.0,10023,/content/drive/MyDrive/wy_images/B83010_2023_24.png,21.193803827364537,204.5,0.551,0.4097449138129165,103.67,0.1703710579,5.26,28.62
B83012,2019-20,0,2019-04-01,2020-03-31,203.0,10308,1.97,53.80237405064483,-1.8091045759201727,193.0,193,10623.0,10623,/content/drive/MyDrive/wy_images/B83012_2019_20.png,18.149425391233333,192.1,0.59,0.4392771454837968,100.47,0.1732141296,1.68,29.4
B83012,2020-21,1,2020-04-01,2021-03-31,211.0,10408,2.03,53.80237405064483,-1.8091045759201727,193.0,193,10623.0,10623,/content/drive/MyDrive/wy_images/B83012_2020_21.png,19.14001146638752,192.1,0.6075,0.427493619857504,92.17,0.1668389328,-3.35,29.37
B83012,2021-22,0,2021-04-01,2022-03-31,220.0,10639,2.07,53.80237405064483,-1.8091045759201727,193.0,193,10623.0,10623,/content/drive/MyDrive/wy_images/B83012_2021_22.png,17.33545203985328,192.1,0.6155,0.5173934773615261,111.66,0.1554388827999999,4.9,29.24
